,Noisy_CP_0,Noisy_CP_1,Noisy_CP_2,Noisy_CP_3,Noisy_CP_4,Noisy_CP_5,Noisy_CP_6,Noisy_CP_7,Noisy_CP_8,Noisy_CP_9,Noisy_CP_10,Noisy_CP_11,Noisy_CP_12,Noisy_CP_13,Noisy_CP_14,Noisy_CP_15,Noisy_CP_16,Noisy_CP_17,Noisy_CP_18,Noisy_CP_19,Noisy_CP_20,Noisy_CP_21,Noisy_CP_22,Noisy_CP_23,Noisy_CP_24,Noisy_CP_25,Noisy_CP_26,Noisy_CP_27,Noisy_CP_28,Noisy_CP_29,Noisy_CP_30,Noisy_CP_31,Noisy_CP_32,Noisy_CP_33,Noisy_CP_34,Noisy_CP_35,Noisy_CP_36,Noisy_CP_37,Noisy_CP_38,Noisy_CP_39,Noisy_CP_40,Noisy_CP_41,Noisy_CP_42,Noisy_CP_43,Noisy_CP_44,Noisy_CP_45,Noisy_CP_46,Noisy_CP_47,Noisy_CP_48,Noisy_CP_49,Noisy_CP_50,Noisy_CP_51,Noisy_CP_52,Noisy_CP_53,Noisy_CP_54,Noisy_CP_55,Noisy_CP_56,Noisy_CP_57,Noisy_CP_58,Noisy_CP_59,Noisy_CP_60,Noisy_CP_61,Noisy_CP_62,Noisy_CP_63,Noisy_CP_64
Clean_CP_27,4.96612725848651e-87,5.792597571430693e-35,1.7792489173782416e-52,6.978527616297941e-24,4.032260319600262e-37,2.52125559934179e-46,1.7472254495743868e-26,7.045536910606304e-29,5.3862059950043384e-49,1.3152371739123855e-25,1.1387366227200932e-26,6.812283892396304e-46,2.528125763396107e-39,1.4330286729492e-35,2.1901631107207376e-32,1.017782134056972e-09,2.1849048642734307e-17,2.0264381586567101e-16,8.313563387132392e-21,6.8240420222320235e-15,5.082220930783062e-06,1.0475382658932818e-55,1.3469570206155875e-27,7.019437164707887e-12,1.6971853242987355e-09,3.125801204451098e-23,1.6172512472941091e-21,6.85800378973209e-06,6.882865824349361e-36,0.0005337471222117901,9.098865245437075e-09,5.045129926077492e-29,0.0019031264991971923,2.0144800115353146e-10,1.6824389257600795e-12,3.5759483746142123e-06,0.013046477522952188,1.748022979935005e-07,2.5301654891867674e-43,2.6842577206816097e-39,3.611642147016976e-08,2.891228039936934e-07,0.001057297723852189,2.837057068883835e-22,1.8732278690339246e-23,5.010834027215219e-23,3.521171189638434e-46,1.7481078972197787e-10,1.5220141230110354e-11,5.509049817442229e-37,1.2950643733976896e-37,4.280258420363414e-21,1.6357816220868493e-17,2.130110313210797e-25,1.2780147892198045e-18,6.748061751758954e-13,6.627846586199784e-31,8.42023776800607e-37,9.165206086907197e-47,1.0842432267001742e-45,2.7060767740305857e-24,8.050412842307436e-84,1.1412321702655315e-30,5.48197602770093e-23,3.915278908304671e-29
Clean_CP_28,1.8977420531305748e-70,2.757517490874644e-28,1.0075923902458286e-48,4.754390379136282e-27,8.27076050873181e-30,2.3283507425988354e-40,1.3898728640681929e-25,1.0558900791291208e-25,9.28886490862203e-33,4.583674479913515e-21,1.988828871790082e-20,3.5741336390686157e-43,2.308089900076354e-40,1.9020061737680473e-39,2.3336255879992483e-38,1.0684380792453237e-16,4.977069646080133e-16,6.048473396393803e-19,2.38396232033203e-28,3.7116466428584175e-14,8.345141758218108e-12,4.135559016232761e-47,5.678783228385922e-33,9.700753958899108e-12,3.440558487443599e-20,4.388968144188038e-25,1.6407737448313983e-12,4.517476849032334e-05,4.891400546482748e-35,1.945224302515377e-12,6.882652530123629e-05,4.8428406291326124e-27,7.552497008622566e-08,3.6879798607630887e-09,2.98213789816088e-21,0.0035304497453204032,1.2169750874625551e-09,4.542626675257808e-05,1.155703821446681e-35,1.3080064127691957e-34,0.002070261012617368,2.5580825743102834e-12,0.005140692049796061,5.850234058322586e-19,3.002995336951878e-09,3.321727769828382e-25,5.9023034547714395e-36,5.5539313391318645e-12,1.3305818884450743e-14,6.16381498402483e-27,1.7442874344700664e-30,6.5090787576215e-19,8.846171716354694e-08,2.4470548115584915e-10,2.9126748503122125e-12,4.7263310548079224e-08,5.148545842229753e-13,2.7541333086698683e-27,4.76812409895755e-29,3.751965800024742e-20,3.597973828901877e-11,2.583537681593738e-58,2.4387818640635276e-13,3.725224534321769e-14,6.694543099393791e-13
Clean_CP_29,7.007708715754317e-82,1.7582732688027637e-43,3.388850319573726e-49,2.70087464692348e-28,4.1555263656283326e-47,3.507899710341421e-48,8.864887759602542e-35,8.975993512161742e-37,9.135746002993435e-60,9.29127638858463e-36,1.0180435836823226e-36,6.7872985367617734e-40,1.619819450735726e-36,1.1744132808922782e-33,1.0156657372473102e-29,2.748601462739504e-16,1.7927703273991867e-25,8.107450478913369e-19,1.6369503420355025e-21,5.420510896835239e-24,2.265603939785952e-13,9.015191990030316e-49,2.039369636760725e-21,5.4908784317568656e-17,1.9991131624109548e-10,2.4807493025321244e-20,3.895684008277393e-30,4.872954174342388e-13,2.730850959759253e-28,1.6482453056871202e-06,4.461436061893569e-15,3.692768747011091e-21,1.237477113948722e-05,3.5169773428012498e-09,5.128122626315251e-07,3.633955231174837e-10,0.0021859194307279214,4.125652225045277e-13,6.057525556072051e-32,5.64729324652653e-28,8.991174576455605e-07,0.015471248317995732,4.718841526403278e-05,8.034015961530954e-14,8.69030088995678e-27,8.511602131092779e-13,9.090921300184561e-35,9.58294443425407e-05,7.280774333096015e-05,2.3888012838474363e-25,8.205854985024617e-26,1.551150017760511e-10,8.424239887483467e-19,7.626101568725312e-25,5.6016491108645845e-11,1.367924697755162e-08,4.55976923908725e-26,1.8454087308471466e-24,1.8795949412160977e-35,4.602012946731955e-47,9.021232162254805e-20,2.7870636045912726e-71,3.159273233247566e-26,5.022994783977679e-14,2.7571212553515616e-29
Clean_CP_30,9.323080297317237e-90,2.1360466572134784e-36,1.7847201090101695e-61,1.1662850022789813e-32,3.923791767492891e-36,3.588606221266922e-52,1.1625301202176033e-30,1.2053607433399545e-32,1.0614876601147506e-41,4.271690638134584e-24,1.089281772964527e-24,1.498311000571625e-55,1.1573197482832912e-50,3.502994195894054e-48,4.403743330050025e-46,5.875645703967656e-18,9.946330584309264e-20,8.787187545089876e-25,2.837604328591806e-33,1.407090075630793e-15,2.825393307653358e-11,1.2638032045105744e-62,5.270806216605815e-41,1.7545889285898138e-16,6.47534213806804e-22,6.637308020112263e-34,8.676518561195212e-17,0.00029033858178218147,2.5969166507803552e-46,3.2256879283958787e-12,1.5415350569410226e-05,7.360259459339901e-38,4.467589466015771e-09,1.4756381551839399e-15,1.9171466586254526e-25,8.605906176074573e-06,1.107815695807969e-09,0.00021338236970027462,6.787522950436705e-50,6.6663908809052015e-47,2.1012524693632367e-07,1.3909422695513478e-15,0.015954614678248977,8.782601184626e-29,5.439960130775715e-14,8.663236354209697e-33,4.2473905104338366e-51,1.3185447504003412e-16,1.766450824832941e-18,3.4216185323728666e-39,1.9299052825027697e-42,5.83481764156428e-26,1.1525413815571685e-09,1.0854824343605752e-15,4.853296340256091e-20,4.6565936089753956e-11,1.852612524135529e-21,1.1245933508339153e-38,4.36639275958911e-43,3.061923686697776e-29,8.885735825571358e-17,3.9573759612247975e-78,4.0026984901972716e-21,3.643932751644272e-21,2.7213140843308505e-17
Clean_CP_31,1.4921896944106642e-46,3.344096606712775e-30,1.3489267439092348e-27,9.381338892981571e-22,4.823306655072385e-35,9.420355587072322e-29,1.1700179162647801e-27,1.1733505409588046e-26,3.365932941836443e-42,2.536465576311261e-31,1.457753354998199e-30,2.777913136222275e-20,1.9018921358179833e-21,5.494558879783465e-22,3.612477341779752e-20,6.0892774645192265e-19,1.0950209778359734e-21,2.895661595818772e-13,4.128279861146891e-18,8.338478232317634e-24,2.681562725290294e-19,6.721786619225668e-23,2.2205985428757196e-12,1.9449869921072933e-13,1.3378228131239106e-14,3.182276708561605e-10,5.4056250848621485e-24,3.998374814143283e-18,2.0164291444829338e-11,1.0559912870241183e-14,5.2985708101068234e-18,1.749013735168861e-06,1.8454292735074715e-11,0.0014914528969035533,2.0702213930612775e-07,3.7176389843019294e-10,2.0845277032357136e-11,3.3582274429418387e-18,5.259153521847184e-10,1.8298060117970231e-09,1.5171373151315827e-06,4.6016351903664e-05,5.34296991867268e-12,0.013831876711423321,1.3972602265891975e-20,8.510208854435321e-06,1.2455313905210954e-10,5.373731640153469e-05,2.0121854594226862e-06,7.259163668408257e-08,1.8207969737116738e-08,8.377622435895453e-05,1.1966069544489456e-18,2.141014975627524e-18,0.001006974583090299,6.666025399121695e-10,4.0545113692134854e-15,1.5537421430816558e-08,6.863416115165274e-14,1.1707716396196363e-30,2.953884300207177e-14,2.0758550398001964e-36,1.6213659333027633e-16,5.13411032131469e-07,2.2313644607684476e-23
Clean_CP_32,1.9766124258305684e-55,1.6491998448526003e-42,3.663588016929193e-30,3.158446303904743e-26,5.115209360126561e-48,1.2988063334313982e-36,2.3083760724518538e-36,8.603551564680554e-37,2.696990340341266e-61,1.6734178646744325e-43,5.14227685362215e-44,5.765840366507013e-21,2.6583216907224514e-22,7.697780771184744e-22,2.6600023411138064e-18,8.015920746345084e-23,3.339730772156052e-31,1.695254458327295e-17,3.741944281376161e-18,1.6330365568880053e-33,1.0413464724765103e-24,2.225234563031575e-26,4.818279230591691e-09,4.0459740920687355e-21,1.3934126151882603e-13,1.0256517781083352e-11,2.0131545864829027e-38,4.1427707183853596e-27,6.192429809976542e-10,2.1872429615314753e-16,1.1721969140644313e-28,1.2603039305159476e-06,1.4033677290054602e-15,1.9413922386359093e-08,0.0009237045519015451,6.430384868247147e-19,5.326087286806704e-13,2.3841998067247798e-27,1.6011867283780166e-10,4.5127341252732454e-08,1.1365576857927394e-13,0.00010128667649695351,5.468781255070211e-18,0.00030926180167641847,3.3194256479756054e-35,0.015013121638046167,1.4246897339735238e-12,2.342867063989698e-06,3.8024819749870742e-06,1.0301873653946432e-10,6.779349617610384e-09,0.0001735501044041278,2.1627150456968945e-29,3.1165153095668666e-31,4.564013305224372e-08,5.500824645245649e-15,3.3733455360534365e-27,1.799685256120276e-10,1.3720214156832958e-21,2.3741200306998534e-50,1.4378844773925916e-23,7.609531904971624e-47,1.608138444157039e-28,2.4808108850757095e-11,6.527822400285675e-37
Clean_CP_33,7.5263150450279685e-65,1.7630924380556465e-20,7.478419698789165e-55,5.758931004944172e-34,3.083865204075413e-18,8.024317037789592e-40,8.107971179786611e-24,1.2465180618408945e-22,9.728004118651372e-12,1.3070174288632894e-13,3.881725972778769e-12,4.753306139340435e-54,1.6820445122741836e-52,6.278728567391327e-54,1.1811775446599096e-55,8.68359577204533e-27,2.851322225284412e-15,8.883014343426781e-29,1.0041888051263231e-44,1.3438840853946925e-12,2.6314658371789233e-20,2.5876911846248986e-53,4.3667669191407575e-54,6.453255730636175e-17,3.3722209935899584e-41,5.253283662763385e-40,0.000958104599201346,1.9290319194773595e-07,2.6204068392542925e-50,1.3933086354869106e-30,5.074997842365341e-06,9.415033287531684e-43,2.7112277785825007e-23,4.2822268509884836e-20,3.5387538685162643e-47,2.5501010043929887e-07,1.0209634964380728e-28,5.837509243985732e-08,2.3165152328555338e-49,8.760333387002542e-51,1.645684853554522e-13,1.260520464882612e-34,9.698919864786887e-14,7.919950121690174e-36,0.019678358046228302,4.07209576345096e-49,7.62749073398235e-47,2.955268571967295e-32,3.7053814754992246e-37,2.0957012413829704e-39,2.5984019372445156e-45,1.6529993066946507e-39,6.698208129368894e-08,3.1738438869466256e-07,8.205822953259792e-26,9.880283871679484e-21,2.8582866311809532e-12,6.733243054734234e-41,1.2398633517822152e-33,0.008875800340140839,1.1807377746853453e-14,4.248074649216809e-54,8.154474190737232e-13,1.5038986322513537e-26,4.847489160562415e-07
Clean_CP_34,4.7171684325104456e-23,7.441845075013657e-32,1.2481665252062703e-17,8.289551613741539e-30,7.225350975635493e-37,9.275448184860817e-23,4.8017103441588224e-35,8.375722975309677e-32,1.6391950083535645e-39,3.900959038020818e-42,1.782479556438543e-40,3.4772376047050187e-13,7.843528681719199e-20,4.791909525279767e-24,3.912923387989846e-24,1.6015056095723138e-37,1.0246527414773294e-33,1.0137290586946324e-23,1.4433779826275227e-29,2.2917131361770346e-39,8.223382843256148e-42,3.469591376319772e-10,9.676537381700482e-18,1.0191547248234282e-26,1.49450864118916e-35,3.4656434915883275e-16,2.271193955800068e-34,3.5987160809345006e-40,4.930517368003022e-08,1.9698164502190083e-40,4.6239129184327566e-39,1.3041042118821118e-07,6.863111809823837e-36,2.4136448599952055e-15,3.6820849725173904e-25,1.1119025347199081e-27,1.2270341901675782e-37,5.996495318563254e-41,0.0008080945095597116,3.634780018065012e-06,2.6177805494470594e-25,4.94426114342178e-26,2.7177029895842933e-37,7.509404196035072e-10,1.937780800233784e-32,1.5437133188693866e-16,0.02854373967424605,2.264227977822666e-24,8.262525693020032e-27,3.2056992903538824e-08,6.789978802018128e-08,9.725074413362961e-18,2.2838104906273817e-36,3.964990322780095e-30,2.632628920553292e-15,6.1644168875852945e-30,5.330084871686707e-23,4.0884025741745013e-10,1.5303761286685366e-10,8.999398911474577e-32,5.589448937073618e-27,3.8511868966685916e-18,1.2210923156819299e-25,1.1976681356152767e-18,5.711106759576469e-35
Clean_CP_35,1.2075826495577611e-85,3.884033398523848e-44,4.795425224404424e-59,1.0597454819328486e-36,1.802773854224585e-45,3.665247230246485e-54,3.82949609747152e-38,8.447882296928908e-40,1.1739701458323392e-51,2.2845275985902746e-33,7.02334985191376e-34,1.7346726185501309e-50,1.7129822767177826e-48,8.289805977812537e-47,5.485022403776946e-44,1.0397642430985882e-23,5.2622851062055584e-27,8.826637783946349e-27,6.733802841631619e-34,7.618486305482028e-24,1.0277839185237073e-17,8.810835975412138e-57,1.4362698021139765e-35,9.481687376984534e-21,1.9639335816513036e-22,3.313581045901715e-31,1.692828052598628e-24,2.6748300558157573e-10,9.588580991278354e-40,7.825847374870947e-14,9.494326625377715e-11,1.317035170816767e-30,2.824126090445638e-10,5.175097025161296e-14,4.6150150043487255e-20,6.525535302823097e-09,1.3818046498080254e-09,6.643199307981609e-09,2.1253920273776263e-39,2.0866376723827303e-36,6.762532936559542e-05,1.755110809929614e-10,0.010811412298595469,1.9634105532304886e-20,2.7855933342276995e-16,9.876218670709793e-23,1.6737380187919757e-40,2.916330659441097e-10,3.043123015576019e-11,1.6321205196755513e-27,7.868184207162512e-31,5.021016649509322e-15,1.0580138834422005e-09,1.0304631102936053e-13,1.0068006233537059e-11,2.1995274829480885e-05,5.5808942427596586e-15,4.2763437483306625e-26,2.443745895692737e-31,2.4216643378700062e-29,1.510454109526307e-10,1.3114581075328535e-65,5.3834181234085005e-15,2.5962838489074198e-11,7.892142797473298e-16
Clean_CP_36,1.1508527553709033e-37,1.2337016328518854e-37,1.9243327907059417e-24,1.2997027528230776e-29,3.150954181538248e-42,1.2991995524589184e-30,1.4551983609977838e-36,2.442544085504315e-35,8.874534013706845e-49,2.091135724155325e-42,4.244849745666044e-42,5.155158067089665e-17,1.80165145403978e-22,5.736432646296011e-25,3.610282924589665e-23,6.641375336684398e-32,5.1618528099983023e-33,1.2817735892453695e-21,5.574037646377474e-26,1.461286313982799e-36,2.4482410684238207e-34,2.6292546685265636e-17,3.323558274790927e-14,1.4353476589311208e-24,2.9727731441129935e-26,9.88755445522184e-15,2.692089268431197e-35,1.0453827208046654e-32,3.7636210453620495e-08,3.43952454097758e-29,1.4982164851066543e-32,1.8816115492347413e-05,5.48532756512922e-26,7.545543060306427e-11,1.816727844145197e-14,4.766973810425025e-22,3.840799811997156e-25,3.3667127388579406e-32,0.0012921283229706641,0.002092040919420289,9.789222962706845e-17,5.277367963322354e-14,3.9134510992269726e-25,0.0004431764687254285,1.2237717659206307e-29,2.149220432780409e-06,0.003936494431436697,6.227892705079976e-13,7.694203356944161e-14,0.0024124087689509546,0.015500177014013105,4.1403835336947894e-06,3.6734570815433312e-28,1.1965730170404904e-24,5.980064145342918e-07,1.5207733139547045e-17,9.63471987443224e-18,0.003653528308339589,3.2860458508232724e-08,5.057996136881977e-34,3.0608063700843875e-18,3.282211153231977e-23,7.179143347986111e-20,2.176366187667501e-08,3.370227016819952e-29
Clean_CP_37,2.124074230559189e-40,6.887751679704177e-36,2.302199284194172e-28,1.863618172249644e-30,5.4309497568805436e-40,7.665955683430115e-32,1.2402633596117656e-35,4.3519408878735924e-34,9.62098265257334e-44,1.9495449086261432e-38,1.3132040374171444e-37,5.968274506703712e-21,3.0159981137812888e-25,8.964695426348228e-28,4.7532156168517845e-27,4.619285977477665e-31,1.3586392585373718e-29,4.268426456280353e-21,5.514729751522117e-28,8.486839490344311e-33,1.7829660578089664e-31,1.1244356014294916e-20,6.107457956244758e-18,3.011127376693126e-22,6.196477522313384e-27,1.7748447265556708e-16,1.5401417126800618e-29,3.513850716297061e-27,2.183488364267379e-12,4.275011207379978e-27,4.0722922747888245e-26,3.9657549522848463e-07,1.2801851092737672e-22,9.35091792113214e-09,3.678378422424415e-16,9.008959473562874e-17,1.216899236531371e-22,4.437636606130825e-26,1.4991629830457185e-06,8.014627986720573e-07,9.785576444054172e-12,7.807211278427868e-13,1.3713117875288829e-19,0.00036482149050060913,4.477479094557979e-22,2.9065281207578033e-08,1.0786735266660218e-05,3.60627310744281e-10,2.81794606104091e-12,0.011876404840669668,0.00025291917998866573,3.177405165456491e-05,3.9304724936318624e-21,1.0653287967048607e-16,0.0015874811718438254,1.3641039095333628e-12,5.046316462562474e-11,0.003936059539293842,9.098074126634726e-06,3.4430354982737803e-25,4.027875848391106e-12,1.7184220522523965e-22,5.5903516083877e-13,7.470804559422402e-05,1.8943620252890172e-21
Clean_CP_38,3.796391738268153e-69,2.2118131075981985e-46,9.542230338506883e-44,1.210945948457152e-32,1.77852096190924e-50,3.0392045696875573e-46,4.283865068452745e-40,5.508374448735937e-41,2.617056525341552e-60,1.2819714859909035e-41,4.204854951261317e-42,1.541940813144442e-33,3.0217251830551588e-34,1.8072112731616472e-33,6.783493644925858e-30,5.652224536447396e-25,1.598252730463768e-31,2.9612238038383976e-22,1.039341132883777e-25,2.6601351782551346e-31,6.803584555177748e-23,5.385487773105528e-39,2.283077520178961e-19,5.434450800852523e-22,3.4182015040329345e-17,1.4959437312259e-19,3.880694712563896e-34,2.0682285034150312e-20,1.6952314516411084e-21,1.2418777902392394e-14,5.863276665110975e-21,2.4432267309331144e-14,2.6750820817844327e-12,1.9522403447210843e-09,3.5714907015457054e-08,2.519917862190145e-14,6.742348644313607e-10,5.785627794798863e-19,3.5088618866200868e-19,2.354506727740009e-16,3.3579422943350564e-07,0.0013920335612890916,2.6162126901794293e-09,7.100053732059146e-07,6.968952361447881e-26,2.799695084112471e-06,1.2031040843798651e-20,0.0014086336130517852,0.0014871229588364757,5.51817097361892e-12,9.338477033792277e-13,0.013526332859552306,1.0344670042479556e-18,1.4836554894691808e-20,0.00026968555603003465,3.2763227966045473e-06,3.806446046791456e-17,1.9497554995257464e-10,2.92364912372693e-19,1.740461275584056e-39,3.2216325913866553e-13,6.742759115906978e-49,4.543448683736979e-18,5.5817650699594356e-05,5.965461794997162e-25
Clean_CP_39,3.544552075073171e-76,6.581296476325821e-30,5.1390850934793415e-59,1.1969981965307972e-35,1.0120844421375112e-27,2.2539898985222746e-47,4.7752845702042355e-29,1.090748382881519e-29,1.160185266949893e-25,6.27843449197325e-19,9.575633808443201e-19,4.157666787440684e-55,2.4363002256509943e-53,2.099901773150929e-53,3.8147122460634054e-53,8.398552766348644e-25,1.4017938383043046e-18,2.205094528152438e-28,2.1105369993028736e-41,1.716244753280624e-14,3.5557310050474614e-17,1.1290427994981835e-57,8.536044139350941e-49,8.606036179773314e-18,1.0806880478193318e-33,2.0460360065162598e-38,5.178463046916976e-09,0.00021821202760393248,1.928080911805612e-48,3.859551223679257e-22,0.0006468406194287056,1.3374315180153672e-39,2.894279468097562e-16,3.8829696926257655e-17,4.9621573224374555e-37,4.8915851267309933e-05,6.119674754781334e-19,0.0011998301491818767,1.5492607678077024e-47,1.2872771469137162e-46,4.6924600264889405e-07,4.913400221678715e-24,0.000126211373626715,2.2460598937566128e-30,0.005033818163378075,4.669547824864022e-39,2.9982367875443473e-46,2.7990034938840944e-22,2.3009421626536515e-25,2.280701423179357e-34,7.922542417665937e-40,1.94091192703694e-28,0.020800677659927637,0.0003329161581849353,2.03311752953109e-18,2.0342440732789064e-10,1.2581999472196515e-08,4.791511456686932e-34,2.483427562370446e-31,3.597416872726383e-07,1.1649923482411728e-07,1.344817258274961e-58,1.1814798173144455e-08,2.777361604787759e-17,0.0011103161379914564
Clean_CP_40,4.61603161034377e-68,5.114987208760759e-29,4.3404267990572296e-55,2.7182332261675556e-36,8.37687154893198e-28,2.6995801200466334e-44,6.00350722923417e-30,1.4875805562985818e-29,5.811470014096604e-24,9.652136704176847e-21,6.95224864706119e-20,4.2249453717031457e-51,2.5751928774642315e-50,1.9893008420143565e-51,2.4451316021084455e-52,6.56504802010651e-28,1.76963536715742e-19,4.572503664278827e-28,2.1371955421258635e-42,2.9287956160068546e-17,3.90985853576986e-21,1.1837122948265489e-51,2.309274325661774e-47,1.1477263192987116e-18,2.218926536174827e-36,1.0031967129177997e-36,7.393934880516034e-10,4.5908337591181684e-08,8.067114311515953e-45,9.811534276045513e-26,1.1711068309690903e-06,1.7019139711463241e-35,6.565108524935065e-19,6.287190140308158e-16,1.0224911165757381e-37,5.210069450675315e-06,3.557319469714474e-22,5.002293729135974e-07,1.163820588631295e-41,7.776175396072712e-42,2.06776191276806e-07,5.392534780789591e-25,1.0127124138804039e-07,2.95172293975202e-27,0.005650239732601384,3.6059152176610893e-37,9.173903370817077e-40,1.2937628705248101e-21,9.895492254906748e-26,1.1270607450853336e-28,4.7494872333942317e-35,1.6455283608970665e-26,0.0006035658469758966,0.008142708094122576,1.4914514815436167e-15,7.268823680138642e-11,1.206586358980069e-05,2.289382785605547e-29,5.552832807466608e-25,0.0002894807637064199,2.270828433695009e-06,8.450094118289834e-49,4.0797769101246026e-06,4.485703895813634e-15,0.0017709267379231598
Clean_CP_41,2.3560773976824795e-57,2.3948198699287792e-32,7.382733731865804e-40,2.537086936201493e-28,5.397944391861463e-35,5.9403360373277996e-37,2.635517562281546e-30,6.161296423981577e-30,4.0377439866820196e-38,1.7673976928567853e-28,5.373417525928272e-28,1.2826220252552805e-32,4.059423885066468e-33,8.572406742784328e-34,6.819823839199398e-33,1.6739506343975908e-22,2.053232725920399e-21,1.3993297243586585e-18,3.0307901461514614e-27,8.765963253061106e-22,2.224763544451878e-19,5.663892385813089e-35,7.531669149115945e-25,1.6985306998953677e-15,2.1095885136920356e-21,5.63673840085393e-20,2.4442151095993034e-19,6.806458020550911e-13,7.266902753591349e-24,2.1023552638065652e-16,3.4237370546970228e-12,1.30449339956337e-15,8.439961999226353e-12,4.342281760085263e-06,5.693581479418438e-16,1.261321259147588e-06,3.4214168463117765e-12,1.0526799477863923e-11,2.3755231194369705e-20,1.6631069470277152e-19,0.0044648089438581095,2.521244168531276e-08,2.080996624480041e-06,1.0988998854106633e-08,6.1814974343889014e-12,1.4962206354273137e-13,5.241582634959264e-20,5.1586472285078825e-06,2.0405136904156935e-08,5.223830772839507e-11,1.1673465153981212e-14,3.5828626385200764e-07,1.871909153824529e-09,3.8739427274666144e-08,0.012542173280244413,0.0001888270413364955,1.5240380694779966e-06,3.5060075714786604e-11,2.0568134443589038e-13,1.2504935394265998e-18,1.0739372180819761e-05,4.353605344746429e-38,1.3479506471025587e-07,0.0006669399213418743,7.113184555918683e-12
Clean_CP_42,1.1437698489804846e-41,6.167606383665753e-35,4.6002623496338164e-36,7.3093144896710615e-37,8.15178944870508e-38,3.4806545995536874e-35,7.4070448868373e-38,2.3946808045507142e-35,2.652124351356134e-35,2.399877474303529e-36,1.1922775434886835e-34,9.079779278512326e-30,1.9645465235856913e-35,3.9493945987654256e-39,4.07443817438515e-39,1.0618521885802051e-37,2.771052712639309e-31,6.908275452319211e-28,2.712593508862175e-38,4.814795325006583e-33,5.676513307949065e-36,8.720589419841298e-27,1.823765983972304e-30,5.630552369997493e-25,1.0894722651396421e-37,5.730507131564699e-25,9.256775451443194e-25,1.6830871403354545e-26,1.0625580661335518e-22,2.1369104526322244e-34,9.850576791453907e-24,6.843266617918401e-16,2.191115607454651e-27,2.025319976635624e-13,3.755214145421636e-28,3.2585479794303327e-17,2.741047454893484e-29,1.8433586168203127e-24,2.305470083621674e-13,4.430147991603026e-15,2.1130144906626297e-11,1.4835902187961493e-20,4.948273523068229e-20,7.991576670617657e-10,2.4798019733775442e-14,6.195013549188584e-18,7.132684598957084e-11,2.795654202106168e-16,6.926925949503369e-19,1.0954514181368273e-05,2.0009444193016294e-09,2.1900752416293625e-10,7.369282740636557e-16,1.4933768669196218e-09,2.147431655864431e-05,3.954654821700024e-12,0.006131926386755542,1.8987001445120326e-05,0.02244658804992605,4.955799315398432e-11,1.95044934798724e-06,7.791156242247437e-17,5.9912938139120456e-05,0.00027594210328680266,3.322767744502488e-12
Clean_CP_43,4.1946675284745885e-59,1.5191398305211215e-33,1.8341498730006704e-51,8.309118842696986e-41,5.1710432983799365e-34,1.4266079165582346e-43,2.3340369128345277e-36,1.1206687297586803e-34,1.198151222678368e-28,3.5462483276392295e-29,1.3995476026353214e-27,1.5319135002524774e-46,2.2771112997181637e-49,5.451509464352578e-52,1.5315436313625172e-52,3.043483580464175e-36,2.1339633506086602e-27,3.147115595655526e-32,6.962527206925931e-46,2.2098374587737e-26,6.383088123550989e-31,1.2894340839203005e-44,8.864826349304568e-46,5.315923094135174e-24,4.518808251558339e-42,4.439540679214056e-36,9.635126256541017e-17,1.531105478937729e-17,2.928327042519033e-40,3.083850838247744e-33,7.765945076215108e-15,1.3529657976637668e-31,2.6619539540226016e-25,5.403965336992605e-18,7.910421645392404e-39,1.1136729690012025e-12,1.2319876676627162e-28,1.2879882941512572e-15,6.612779608339325e-33,2.8383283029724577e-34,7.817059381453162e-10,9.434435333965249e-27,2.863550663098437e-14,8.463952772909234e-23,8.649706374109034e-07,3.352600914478301e-33,2.986515176800939e-30,1.8237491200247552e-22,6.227619549015853e-26,4.592907370119375e-21,5.8452705087634726e-27,2.9610516941907686e-22,1.668970131139382e-08,0.0001507662171604444,6.40272563096977e-13,6.112919434191329e-12,0.026592531008109686,5.472263512430509e-21,3.160336249082534e-15,0.000927609208825097,5.073115425145082e-05,1.419975441607739e-34,0.0019969536578830754,4.7743645839518e-11,3.392490196475952e-05
